ans,circle_r,circle_g,circle_b,bg_r,bg_g,bg_b
3,0.1092281446553923,0.11222042954659761,0.037175730863648046,0.8201131563734249,0.8201131563734249,0.8201131563734249
1,0.4138805111826741,0.18533161248157212,0.04353991061167491,0.5875220742454499,0.5875220742454499,0.5875220742454499
3,0.24452170162597675,0.2442588886817792,0.1727823086518186,0.6467746926127046,0.6467746926127046,0.6467746926127046
3,0.20893679080359695,0.20522082488659643,0.14048656504195828,0.4547484624955379,0.4547484624955379,0.4547484624955379
3,0.9416866440104159,0.9492298046191157,0.28977983919866546,0.7672998678999902,0.7672998678999902,0.7672998678999902
3,0.010180793696665358,0.009502324232676218,0.004656514752330147,0.19180433975488953,0.19180433975488953,0.19180433975488953
3,0.44089755698350475,0.4012479960557041,0.32461807942395987,0.955296705241112,0.955296705241112,0.955296705241112
3,0.4431776293488674,0.4355007808283729,0.43140055985947856,0.7647089620931714,0.7647089620931714,0.7647089620931714
3,0.43153208709337365,0.37687388389258564,0.18621804677115406,0.5033459793647216,0.5033459793647216,0.5033459793647216
0,0.9076702245128699,0.6124640401766696,0.24144891906158822,0.891013959561436,0.891013959561436,0.891013959561436
3,0.03541907245714504,0.023715066839958422,0.014507380989153124,0.7551137095961934,0.7551137095961934,0.7551137095961934
0,0.42899771346809457,0.23439169944130017,0.08302465666907313,0.4107765687820619,0.4107765687820619,0.4107765687820619
3,0.9083339688541274,0.2845618387917904,0.03893714826397509,0.6122600227895074,0.6122600227895074,0.6122600227895074
3,0.11176722886950785,0.11216898032248346,0.10341800130058804,0.8936165897455576,0.8936165897455576,0.8936165897455576
3,0.7443763305878497,0.7412026981114792,0.727240458666225,0.11348784024659941,0.11348784024659941,0.11348784024659941
1,0.3321840500951184,0.23848350151111922,0.1609996912212796,0.3845935505626269,0.3845935505626269,0.3845935505626269
3,0.05779302986180279,0.05599796042994411,0.04984863552730802,0.2568354347238345,0.2568354347238345,0.2568354347238345
3,0.8547038506581913,0.8309776711348564,0.7895065850308693,0.17978232574011788,0.17978232574011788,0.17978232574011788
3,0.15841966084705328,0.13875637594541573,0.040396474273938686,0.1393114843426786,0.1393114843426786,0.1393114843426786
3,0.24910159301477675,0.24510352993562592,0.17132143375003156,0.3270057837054071,0.3270057837054071,0.3270057837054071
3,0.04392649494660461,0.022922072440218676,0.00802516324032231,0.1419009239420871,0.1419009239420871,0.1419009239420871
3,0.9697840145017024,0.9514477576271098,0.7808420911159261,0.8728208970184863,0.8728208970184863,0.8728208970184863
3,0.5474882999771761,0.4734546703122487,0.2788957256916976,0.08536600154879004,0.08536600154879004,0.08536600154879004
0,0.8224900428317851,0.7017071127646353,0.5342864683567371,0.6489393423911641,0.6489393423911641,0.6489393423911641
3,0.44068994421407026,0.4459273419401364,0.31137646184748347,0.611773595376815,0.611773595376815,0.611773595376815
1,0.6081508970833918,0.48261752599823043,0.19376077506935332,0.8654485748033875,0.8654485748033875,0.8654485748033875
3,0.6595371301393045,0.5992854182915942,0.3328841372025165,0.24828194786544155,0.24828194786544155,0.24828194786544155
3,0.0794303325225656,0.051905275762874195,0.01703708186304961,0.25888479507674145,0.25888479507674145,0.25888479507674145
3,0.10057393894042677,0.06751968144578016,0.05154926411248479,0.8552459486023417,0.8552459486023417,0.8552459486023417
3,0.7818934665831203,0.7523528693283318,0.5758011853662158,0.14300215952244455,0.14300215952244455,0.14300215952244455
1,0.26802268914594396,0.1888871961648552,0.04064984037953551,0.24565692841937792,0.24565692841937792,0.24565692841937792
